"","text"
"831","osisi yg mn ooo yg bisanya cuma nyinyir m gak bisa beri solusi bahkan serukan lock down ta gak tahu damk nya bagi masyarakat kecil mereka yg nyinyir kebanyakan berduit hanya kirkan diri sendiri aja"
"832","osisi yg mn ooo yg bisanya cuma nyinyir m gak bisa beri solusi bahkan serukan lock down ta gak tahu damk nya bagi masyarakat kecil mereka yg nyinyir kebanyakan berduit hanya kirkan diri sendiri aja"
"833","osisi hanya bisa ber koar koar lockdown teta abila terjadi damk yg buruk mereka akan demo ber silid silid jangan terncing dukungjokowibasmicorona "
"834","omnibuslaw dan covid sama bahayanya untuk seluruh rakyat indonesia setelah banyak rgerakan ttg omnibuslaw merintah baru menyatakan bahwa indonesia sitif covid tetalawan omnibuslaw dari rumah lockdownd tolakomnibuslaw dirumahaja"
"835","oke setelah dikulikkulik memang merintah indonesia terlihat menyelekan covid bahkan tidak siamenghada covid ta tolonglah men ini bukan waktunya buat nyalahin merintah tentang ketidaksian indonesia ngehaden covid"
"836","okay jadi gini ada yang mulai muak ga sama merintah indonesia yang kaga tegas bikin kebijakan terserah mau baca atau kaga ini hanya curhatan hati warga yang takut ama covid"
"837","ojol lagi ojol lagi merintah kena fokus bantu ojol terus rakyat indonesia yg kena damk lockdown bukan cma ojol wajar aja kecemburuan sosial makin membesar"
"838","ntah kena simis banget sama indonesia dalam nanganan covid ga dari merintah ataun individunya sendiri"
"839","niki k damk zona merah tidak di lockdown malah menyebar ctwittercomqfksvufvme"
"840","niki k damk zona merah tidak di lockdown malah menyebar ctwittercomqfksvufvme"
"841","ni salah satucontoh akibat ga ada lockdown org bebas kemana virusny jd nyebar kemana jgn sok duli damk a lagi hnya damk ekonomi duit doku klw nyawa taruhan nya mungkin lu kekeh ga mau lockdown takut usaha lu bangkrut gitu gue mikir kelangsungan hiduanak turunan gua ctwittercomggnrmkerf"
"842","ngutang mulu yang di ntingin kami rakyat indonesia terancam virus ini akibat merintah slalu menyambut turisâ luar terutama china dahal covid udh menyebar banyak di negara lain dan da akhir nya a indonesia jadi kena juga kan sangat tidak bijakkk"
"843","ngk mau santunin rakyat damk corona ngk dukung saranaalat medis yg memadai ngk boleh lockdown wilayah rkyat  daerah berjuang masing ta minta narasi sanggutanggani wabah  mam sembuhkan bijimane caranye sembuh ke telor kodok atau ernye westandwithsaiddidu"
"844","ngikutin berita  sering baca komen nitijen indonesia di internet mengenai covid yg kebanyakan menyalahkan merintah hal as individu kita jg nya ran kok"
"845","nggak ke rhitungan itu artinya belum ada rsian damk ekonomi sosial sdh langsung maen lockdown kl ke rhitungan itu buat dulu aturan main buat dulu kebijakan ekonomi untuk mengatasi efek samngnya baru jalan lockdown"
"846","nggak ada elegan elegannya warga indonesia ditengah ndemi covid korea selatan jeng tuh banyak yang kena corona juga ta disana kok bisa ya warganya nurut sama merintah elegan ga banyak bacot"
"847","ngga cukumerintah atau tenaga kesehatan yg berusaha memerangi covid indonesia butuh wargawarganya untuk ikut bekerja sama  terutama untuk tidak selalu mendahulukan egonya jadi kangen iya ngga ada hubungannya iya"
"848","ngerti lockdown ora son damk sosial di malay yng makmur aja rusuh alagi indonesiaente udah nya tabungan belom untuk selama lockdown ati ah teriak lockdown"
"849","ngerinya lockdown gini kls menengah lockdown sebulan msh tahan kls bawah kyk mereka gini bakal kelaran menurut sy sih sat bukannya gamau temg blm mam hadan damknya gak cm damk ekonomi tjg damk sosial litik dll dilemma bgt emg krn resikonya tinggi "
"850","ngelus dada ya allah welcome to indonesia jika ngen tau kebobrokan isinya jangan hanya tau menyudutkan merintah ta gimana caranya semua kalangan bekerjasama untuk membebaskan bangsa ini dari krisis covid ini stay safe guys"
"851","ngeliat makin tingginya yg terkena damk untuk sementara ini lockdown bebera kota kayanya lihan yg tet si bang seenggaknya biar ni virus ga makin meluas aja si lau jawa kena semua kan berabe"
"852","ngeliat makin hari merintah makin namk tidak serius terhadandemi covid di indonesia gini jadi suudzon a janganjangan beneran jalan keluar yang dilih herd immunity gimana ga suudzon data kasus aja dimainin sama merintah"
"853","ngebuka kiran juga sih ke aku yg kemarinkemarin ngeliat atau hanya baca berita damk ga di lockdown nya di indo ternyata bener juga kalo dilockdown lebih rah blm di lockdown aja td udah denger kabar bbrrusahaan swasta bulan den ga ngegaji karyawannya wtf "
"854","ngak ada hubungan dengan ahok ini murni masakah kesehatan rakyat indonesia yang berusaha mencegah dan menghambat nyebaran virus covid  merintah kurang tegas rencana kurang masive dan kurang terogram"
"855","ngak ada hubungan dengan ahok ini murni masakah kesehatan rakyat indonesia yang berusaha mencegah dan menghambat nyebaran virus covid  merintah kurang tegas rencana kurang masive dan kurang terogram"
"856","negara maju s inggris jeng francis jerman usa china jeblok ekonomi nya ekonomi indonesia yang bukan negara maju sudah sti hancur tugas kita bersatu du membantu merintah agar scet mungkin keluar dari krisis ndemi covid dirumahsaja"
"857","negara lain berlomba dengan waktu dalam mengentaskan masalah covid dari lockdow isolasi kota hingga karantina mencegah terjangkit lagi dll indonesia masih berkutat da tes massal yg dijanjikan merintah keburu sien covid  yg belum terdaftar meninggal tiba "
"858","negara yang hanya sedikit korban covid nya saja sudah lockdown kena merintah indonesia belum ambil kebijakan serti negara itu alagi yang merintah tunggu korbannya masih kurang selamatkanindonesia indonesialockdown"
"859","negara lain dalam menghada ndemi covid  saling membantu melukan rmusuhan litik dan mendukung merintah dalam nanganan kasus ini di indonesia lain cerita semua dilitisi hoax bertebaran demi menjatuhkan merintah luar biasa negeri ini"
"860","negara lain dalam menghada ndemi covid  saling membantu melukan rmusuhan litik dan mendukung merintah dalam nanganan kasus ini di indonesia lain cerita semua dilitisi hoax bertebaran demi menjatuhkan merintah luar biasa negeri ini"
"861","negara kita ganya duit kayaknya luhan triliun abis buat kegiatan yang tidak nting ra mnan negara awal covid merebak aja istana malah gelar ratas soal ekonomi hebat ya merintah indonesia "
"862","negara ini adalah negara kesatuan investor merintah masih menghitung untubg rugi dalam segi ekonomi kalau ambil contoh di negara lain ga usah jauh malaysia bahkan sudah lockdown dari bebera minggu yg lalu merintah masih menghitung damk jika investor lari"
"863","negara ini adalah negara kesatuan investor merintah masih menghitung untubg rugi dalam segi ekonomi kalau ambil contoh di negara lain ga usah jauh malaysia bahkan sudah lockdown dari bebera minggu yg lalu merintah masih menghitung damk jika investor lari"
"864","negara adidaya s usa sdh kewalahan menangani covid di inggris  ancis ra medik memakai kantong kresek yg dingut dr tm samh sbg a di negeri ini indonesiacundang litik s fadlizon msh terus menghujat merintah biadab ctwittercomtunldv"
"865","nasib rakyat indonesia harus bertarung menghada covid  ditambah kebutuhan ngan yang belum bisa ternuhi biaya ndidikan dan k bebera rusahaan keda karyawan  ini bukan ncasila  ran merintah kemana  seruanmendesak bersatulawancovid"
"866","nanti kalau kena dibilang merintah lah yg salah informasi sudah bnyak di media mengenai bahaya covid ini emang dasar nya masyarakat indonesia itu umum nya keras kela nanti maksa lockdown yakin kita sia"
"867","namanya yg terkena damk corona itu bkn cm dia org skit kena wabah corona mrk yg dirmhkan di k toko tutug blh dagang sbb lockdown itu yg wjib d bantuan lo  enak full dibyr merintah yg swasta gmn"
"868","nah damk dari lockdown bagi masyarakat yg rentan bisa diatasi bila merintah merangkul semua untuk bangun jaring ngaman nasional "
"869","nah damk dari lockdown dan juga stock sembako kalau masalah dana kita bisa kesamngkan dak juga udh di alihkan dan masih ada an sumbar  t itu yg bisa di alokasikan inflasi adalah hal berat setuju k ibu sri mulyani juga ga sebodoh itu "
"870","nah yg serti ini yg harus lebih di rhatikan dan di utamakan a nya oleh merintahjika sami trjdi medis mogok utk tangani sien covid kita tdk bisa berbuat a kami mohon k merintah tolong rduli lah k rakyat indonesia"
"871","nah nah nah setelah india sekarang italia warganya mulai menjerit krn damk lockdownsyukur merintah kita konsisten tdk akan melakukan lockdown meskin bebera org teriak menyuruh merintah melakukan lockdown"
"872","nah maka dari itu k jokowi berkir bera luh kali damk dari lockdown bakal serti a"
"873","nah iya mas int utamanya memang ngen menyuarakan itu mas damk corona sudah berat kalau ditambah lockdown beneran yo minta tolong lah mangku kebijakannya juga memikirkan urusan logistik dan ekonominya saya sekat mas masalah mbatasan untuk mengurangi nyebaran"
"874","nah itu dia minim edukasi damk dan hasil dari sistem lockdown mungkin merintah bisa berkacabelajar dari lockdown nya filina yg rekonomian dan masyarakat nya gak beda jauh dengan disini"
"875","nah ini yang lain da kekeuh dan egois ngen lockdown tbelum tau damk nya gimana dan kerugianny a klo mau cet selesai seharus ny dilawan jaga kesehatan jangan malah buat ht yg kgk jls ayo lawan jan lu jaga kesehatan dan doa sama tuhan suya semua baik baik aja"
"876","nah ini benci banget sama orang yang selalu nyalahin merintah buat lockdown indonesia ntar udah dilockdown terus kejadian kayak stok barang abis ngedumel lagi nyalahin merintah rata rata idiot emang tuh orang orang gak mikirin damk cuma mau nyerang merintah"
"877","my esident i sincerely ay for you to staysafe stayfit and always get wisdom from god to handle to do radtest of covidindonesia covid coronavirusndemic di indonesia bersama dengan seluruh jajaran merintah dari sat sami daerah godblessyou"
"878","my fellow indonesian are you kidding me right now this is the kind of socialdistancing in indonesia i dont get it we were given chance to take care of our healthy and do selfquarantine to avoid the covid kadang mikir kok orang suka nyalahin merintah but gk ngaca ctwittercomicqfabb"
"879","muterâ desa trus jalannya da di tutuas di tanya kena di tutujwbnya bukan karna lockdown teta karna siaga banyak maling yang berkeliaran akah ini damk dari mbebasan na "
"880","musim begini semuanya kena damk jadi serba sulit rakyat kecil makin tercekik efek merintah tidak memilih kebijakan lockdown malah bb yg dat bantuan n bukan seluruh yg terdamk corona ta hanya sebagian lalu yg sebagian lagi gmn dibiarin kelaran "
"881","mungkin k jokowi khawatir klo di lock down terjadi damk negatif kaya njarahan dan kriminalitas soalnya masyarakat kita belom setertib orang italia atau di cina sono"
"882","mungkin kerja merintah kita menghada ndemi covid di indonesia memang nggak bagus terkesan lelet taiii obongobong dengan menambah kekhawatiran juga nggak ada gunnya mending dikai buat mengedukasi masyarakat lebih baik lagi"
"883","mungkin indonesia lagi nik dengan adanya covid dan bukannya malah membaik mungkin merintah juga akan les tangan"
"884","mungkin gue kurang uate informasi tlangkah kongkrit a yg udh dilakuin sm merintah indonesia ya buat nanganin wabah covid ini maksudnya ga ada kah titik terang utk lgsg menyentuh akar masalahnya bukan di bagian nanganan dr akibatnya tnanganan dr sebabnya"
"885","mulai ngerti kena k jokowi ga lockdown damk lockdown bisa jauh lebih rah karena urusannya sama ekonomi masyarakat njelasannya drtirta bagus banget sih "
"886","mui sajah sdh memberikan saran agar me lockdown knmerintah sat masih saja blm memberikan izin utk me lockdown ya kami ham lahakan bnyk damk nya bagi msta setidaknya nya hati nurani lah sedikitttt saja utk rakyat"
"887","mui sajah sdh memberikan saran agar me lockdown knmerintah sat masih saja blm memberikan izin utk me lockdown ya kami ham lahakan bnyk damk nya bagi msta setidaknya nya hati nurani lah sedikitttt saja utk rakyat"
"888","mon maanih masalah lockdown ini bukan masalah ketegasan atau keberanian jiwa mimn ta damk keden nya bila merintah sat memutuskan lockdown indonesia sti seluruh warga berebutan bahan makanan dan yg miskin makin menderita gk dat jatah makanan"
"889","mon maanih masalah lockdown ini bukan masalah ketegasan atau keberanian jiwa mimn ta damk keden nya bila merintah sat memutuskan lockdown indonesia sti seluruh warga berebutan bahan makanan dan yg miskin makin menderita gk dat jatah makanan"
"890","mohon ncerahannya mengenai langkah merintah dalam nanganan covid selama ini merintah terlihat sangat tidak siadalam menghada covid di indonesia contoh kecil di tread ini mengenai layanan kesehatan sien susct tag achmad yurianto "
"891","mohon k merintah sat jika msh bersikukuh tdk melakukan lockdown maka tolong rhatikan langkah utk ncegahan virus covid dilakukan secetnya dan ketersediaan obat ncegahan disinfectantnya jg mau tunggu brbanyak lg korban cc "
"892","mohon di segerakan lockdown demi keselamatan rakyat indonesia agar selamat dari nyebaran wabah covid yg bnyk merenggut nyawa manusia tolong merintah harus lbh bijak bagi rakyat indonesia"
"893","mngkn jkw udah memrtimbngkn berbagai damk dr lockdown terutama utk masyarakat kecil kalangan atas jgn egois minta lockdown keadaan darurat di d mata bagi rakyat kecil adlh ekonomi msh bingung bsk makan a makany turuti aja raturan semua sti sudah dirtimbangkan"
"894","mmang betul semua negara blm siakrn mmang covid blm dtemukan obatnyacma indonesia terlihat mnganggaenteng karena da tujuan yg lebih ioritas dr merintah lewat lbyaitu investasikrn dgn msuknya investasi akan msuk jg fee kekantong ibadi"
"895","mk nya meng lockdown itu hrs dgn rtimbangan yg matang krn besar jg damk nya merintah hati memutuskan nyabukan lelet s tuduhan mrk"
"896","minta indonesia untuk di lockdown ta buat videonya di luar hadeh sudahlah bukan waktunya saling memecah belah masyarakat lagi waktunya bersama sama melawan covid tan merintah lockdown indonesia keseluruhan merintah sudah menjalankan lockdown secara kecil kecilan"
"897","min gue lagi kesel nih sama kebijakan merintah sat yg gue anggalambat dan kurang jelas mengatasi masalah covid di indonesia"
"898","mhn jelaskan k orang lain s semua tuh merintah terbantu untuk stonularan covid jika tidak maka  hari libur itu rcuma  thn n tak bs stonularan semoga indonesia kuat keeay keecalm stay safe ncegahanviruscorona"
"899","meski d desakan k tdk frontal meneraan lock down berhitung dgn cermat damk ekonomi  sosialnya meski diejek sbg mimn tdk tegas kasus india bs jd lajaran bgmn lock down jd bumerang "
